filename,year,sheet,n_rows,n_cols,has_location_col,has_year_col,columns_preview
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,both 2018 locations,28,16,False,False, | Private Pinto Trial |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,ERS 2018,28,16,False,False, | Private Pinto Trial |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,WRS 2018,26,13,False,False, | Private Pinto Trial |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,ERS narrow,38,20,False,False, | Private Pinto Trial - Narrow Row |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,ERS wide,36,20,False,False, | Private Pinto Trial - Wide Row |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,WRS narrow,36,20,False,False, | Private Pinto Trial - Narrow Row |  |  |  |  |  | 
2 year Private Pinto Summary PrPi 4 location Summary 2020 PrPi 2 location 2018 Jan 2021.xlsx,2018,WRS wide,36,20,False,False, | Private Pinto Trial - Wide Row |  |  |  |  |  | 
AAdzERS2020Summary.LS.xlsx,2020,Sheet1,36,18,False,False,Advanced Azuki Trial |  |  |  |  |  |  | 
AAdzERS2020Summary.LS.xlsx,2020,Sheet2,0,1,False,False,
AAdzERS2020Summary.LS.xlsx,2020,Sheet3,0,1,False,False,
AAdzWRS2020Summary.LS.xlsx,2020,Sheet1,36,18,False,False,Advanced Azuki Trial |  |  |  |  |  |  | 
AAdzWRS2020Summary.LS.xlsx,2020,Sheet2,0,1,False,False,
AAdzWRS2020Summary.LS.xlsx,2020,Sheet3,0,1,False,False,
AB Summary 2020 CBB WM RR.xlsx,2020,Sheet1,42,25,False,False, | Advanced Blackbean Trial |  |  |  |  |  | 
AB Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
AB Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
AC Summary 2020 CBB WM RR.xlsx,2020,Sheet1,42,25,False,False, | Advanced Cranberry Trial |  |  |  |  |  | 
AC Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
AC Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
AK Summary 2020 CBB WM RR.xlsx,2020,Sheet1,29,26,False,False, | Advanced Kidney Trial |  |  |  |  |  | 
AK Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
AK Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
ANE Summary 2020 CBB WM RR.xlsx,2020,Sheet1,41,27,False,False, | Advanced Navy Early Trial |  |  |  |  |  | 
ANE Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
ANE Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
ANF Summary 2020 CBB WM RR.xlsx,2020,Sheet1,39,27,False,False, | Advanced Navy Full Trial |  |  |  |  |  | 
ANF Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
ANF Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
ANM Summary 2020 CBB WM RR.xlsx,2020,Sheet1,41,27,False,False, | Advanced Navy Mid Trial |  |  |  |  |  | 
ANM Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
ANM Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
AO Summary CBB WM RR.xlsx,,Sheet1,34,26,False,False, | Advanced Other Trial |  |  |  |  |  | 
AO Summary CBB WM RR.xlsx,,Sheet2,0,1,False,False,
AO Summary CBB WM RR.xlsx,,Sheet3,0,1,False,False,
AP Summary 2020 CBB WM RR.xlsx,2020,Sheet1,38,26,False,False, | Advanced Pinto Trial |  |  |  |  |  | 
AP Summary 2020 CBB WM RR.xlsx,2020,Sheet2,0,1,False,False,
AP Summary 2020 CBB WM RR.xlsx,2020,Sheet3,0,1,False,False,
PBlack Summary 2020 CBB.xlsx,2020,Sheet1,49,19,False,False, | Preliminary Black Trial |  |  |  |  |  | 
PBlack Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PBlack Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
PNE Summary 2020 CBB.xlsx,2020,Sheet1,49,19,False,False, | Preliminary Navy Early Trial |  |  |  |  |  | 
PNE Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PNE Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
PNF Summary 2020 CBB.xlsx,2020,Sheet1,49,21,False,False, | Preliminary Navy Full Trial |  |  |  |  |  | 
PNF Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PNF Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
PNM Summary 2020 CBB.xlsx,2020,Sheet1,49,21,False,False, | Preliminary Navy Mid Trial |  |  |  |  |  | 
PNM Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PNM Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
POtebo Summary 2020 CBB.xlsx,2020,Sheet1,49,18,False,False, | Preliminary Otebo Trial |  |  |  |  |  | 
POtebo Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
POtebo Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
PrelAdzERS2020Summary.LS.xlsx,2020,Sheet1,39,20,False,False,Preliminary Azuki Trial Elora R.S. 2020 |  |  |  |  |  |  | 
PrelAdzERS2020Summary.LS.xlsx,2020,Sheet2,0,1,False,False,
PrelAdzERS2020Summary.LS.xlsx,2020,Sheet3,0,1,False,False,
PrelimCran Summary 2020 CBB.xlsx,2020,Sheet1,49,21,False,False, | Preliminary Cranberry Trial |  |  |  |  |  | 
PrelimCran Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PrelimCran Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
PrelimCranEloraOnly Summary 2020.xlsx,2020,Sheet1,49,19,False,False, | Preliminary Cranberry Elora Only Trial |  |  |  |  |  | 
PrelimCranEloraOnly Summary 2020.xlsx,2020,Sheet2,0,1,False,False,
PrelimCranEloraOnly Summary 2020.xlsx,2020,Sheet3,0,1,False,False,
PrelimKidney Summary 2020 CBB.xlsx,2020,Sheet1,49,21,False,False, | Preliminary Kidney Trial |  |  |  |  |  | 
PrelimKidney Summary 2020 CBB.xlsx,2020,Sheet2,0,1,False,False,
PrelimKidney Summary 2020 CBB.xlsx,2020,Sheet3,0,1,False,False,
2021 C&C ON QA Report.xlsx,2021,Small Seed,34,19,False,False, |  |  |  |  |  |  | 
2021 C&C ON QA Report.xlsx,2021,Large Seed,33,19,False,False, |  |  |  |  |  |  | 
2021 C&C ON QA Report.xlsx,2021,Small White,32,19,False,False, |  |  |  |  |  |  | 
2021 C&C ON QA Report.xlsx,2021,Private Trial,37,19,False,False, |  |  |  |  |  |  | 
BCMV Screening 2022.xlsx,2022,Kid Cran,38,8,False,False, | Race 1 |  |  | Race 15 |  |  | 
BCMV Screening 2022.xlsx,2022,Minor Class,28,8,False,False, | Race 1 |  |  | Race 15 |  |  | 
BCMV Screening 2022.xlsx,2022,WB,41,8,False,False, | Race 1 |  |  | Race 15 |  |  | 
BCMV Screening 2022.xlsx,2022,Controls,3,3,False,False,Race | Sanilac | Refugee
Advanced trial summaries 2021.xlsx,2021,ANE,29,18,False,False,Entry | Name | kg/ha | Yield rank | Index | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,ANM,29,19,False,False,Entry | Name | kg/ha | YIELD RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,ANF,29,18,False,False,Entry | Name | kg/ha | YIELD RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AB,28,35,False,False,Entry | Name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AC,21,19,False,False,Entry | Name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AK,21,19,False,False,Entry | Name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,ACEO,21,16,False,False,entry | name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AOEO,16,16,False,False,entry | name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AAZE,30,15,False,False,entry | name | kg/ha | rank | INDEX | Height | Plant type | Maturity
Advanced trial summaries 2021.xlsx,2021,AAZW,30,17,False,False,entry | name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,KidCran Disease,146,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,KidCran,577,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,Elora,145,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,Exeter,145,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,St Thomas,145,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - KidCran.xlsx,2021,Woodstock,145,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - Minor.xlsx,2021,Mninor Disease,106,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
2021 OPCC Registration and Performance Data - Minor.xlsx,2021,Minor Class,313,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - Minor.xlsx,2021,Exeter,105,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - Minor.xlsx,2021,St Thomas,105,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - Minor.xlsx,2021,Winchester,105,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Navy Disease,158,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,White Bean,781,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Blyth,157,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Elora,157,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Exeter,157,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Winchester,157,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data - Navy.xlsx,2021,Woodstock,157,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 OPCC Registration and Performance Data All Locations.xlsx,2021,Minor Class,313,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data All Locations.xlsx,2021,KidCran,577,17,True,True,Year | Location | Plot | Block | Entry | Name | Prev. Name | Class
2021 OPCC Registration and Performance Data All Locations.xlsx,2021,White Bean,781,15,True,True,Year | Location | Plot | Block | Entry | Name | Test Type | Entry Status
2021 Registration and Performance Disease Data.xlsx,2021,Minor Class,106,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
2021 Registration and Performance Disease Data.xlsx,2021,Kidney Cran,146,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
2021 Registration and Performance Disease Data.xlsx,2021,White Bean,158,11,False,False, |  |  | Anth |  | Root Rot (avg) | White Mold | Exeter BBS
Azuki 2021 Summary for Peter.xlsx,2021,Az2020and2021,31,42,False,False, |  | Elora 2021 |  |  |  |  | Woodstock 2021
Azuki 2021 Summary for Peter.xlsx,2021,Az2021,33,11,False,False, |  | Average 2021 |  |  |  |  | 
Azuki 2021 Summary for Peter.xlsx,2021,AAZE,30,15,False,False,entry | name | kg/ha | rank | INDEX | Height | Plant type | Maturity
Azuki 2021 Summary for Peter.xlsx,2021,AAZW,30,18,False,False,entry | name | kg/ha | RANK | INDEX | Height | Plant type | Maturity
Azuki 2021 Summary for Peter.xlsx,2021,AAZE2020,35,18,False,False,Advanced Azuki Trial |  |  |  |  |  |  | 
Azuki 2021 Summary for Peter.xlsx,2021,Pz2021,65,14,False,False, |  | Elora 2021 |  |  |  | Woodstock 2021 | 
Azuki 2021 Summary for Peter.xlsx,2021,PAZE,30,19,False,False,entry | name | kg/ha | RANK | INDEX | MATURITY | HARVESTABILITY | greenstem
Azuki 2021 Summary for Peter.xlsx,2021,PAZW,30,15,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Breeding pipeline for Peter - 2021.xlsx,2021,2021F1,311,12,False,False,W21F1 | F1's at Elora 2021     Planted June 13 |  |  |  |  |  | 
Breeding pipeline for Peter - 2021.xlsx,2021,2021F2,237,11,False,False,W21F2 |  F2's at ERS in 2021   -one plot each   -planted June 11 |  | 325 |  |  |  | 
Breeding pipeline for Peter - 2021.xlsx,2021,2021F3CC,14,11,False,False,Entry | FN | ID | PEDIGREE |  |  | Colour | 
Breeding pipeline for Peter - 2021.xlsx,2021,2021F4PR,13,11,False,False,W21F4 | F4's from Puerto Rico in Elora 2021 |  |  |  |  |  | 
Breeding pipeline for Peter - 2021.xlsx,2021,2021F4PG,24,11,False,False,Entry | FN | ID | PEDIGREE |  |  | Colour | 
Breeding pipeline for Peter - 2021.xlsx,2021,2021AzF1,4,13,False,False,Entry | CID | Pedigree | No. | Colour | Type | Notes | Cross
Breeding pipeline for Peter - 2021.xlsx,2021,2021AZF4,14,8,False,False,Az21F4 | Azuki F4 2021 |  |  | PRAzF23 |  |  | WILL HAVE 2 6M PLOTS EACH IN 2022AZF5
PrNDCY -for Peter.xlsx,,Woodstock,23,16,True,False,entry | name | kg/ha | Yield rank | Yield index | Height | Plant Type | Maturity
PrNDCY -for Peter.xlsx,,ELORA,23,14,True,False,entry | name | kg/ha | Yield rank | Yiedl index | Height | Plant Type | Maturity
PrPi2021 -for Peter.xlsx,2021,W2,20,16,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 -for Peter.xlsx,2021,W1,20,16,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 -for Peter.xlsx,2021,E2,20,14,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 -for Peter.xlsx,2021,E1,20,14,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 -for Peter.xlsx,2021,4Location summary,20,12,False,False,Entry | Name | Yield | Yield index | Mean rank | Harvestability | Maturity | 100sdwt
PrPi2021 -for Peter.xlsx,2021,Anth,61,12,False,False,plot | entry | name | anth leaf | anth pod | anth leaf | anth pod | 
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,correlations,21,6,False,False, |  | W1 | W2 | E1 | E2
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,W2,20,16,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,W1,20,16,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,E1,20,14,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,E2,20,14,False,False,entry | name | kg/ha | Index | Yield rank | Height | Plant Type | Maturity
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,4Location summary,20,11,False,False,Entry | Name | Yield | Yield index | Mean rank | Harvestability | Maturity | 100sdwt
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,April Seln info for reference ,24,15,False,False, |  |  |  |  |  | For PrPi | 
PrPi2021 yield data Woodstock andElora-for Peter.xlsx,2021,Cooking list,12,3,False,False,Cooking list: Private Pinto Trial |  | 
Preliminary Trial summaries 2021.xlsx,2021,PNE,41,20,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PNM,41,18,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PNF,41,17,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PB,41,24,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PC,29,18,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PK,37,24,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PEBENEO,22,13,False,False,entry | name | kg/ha | rank | index | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PEKNDCEO,29,14,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PPEO,30,16,False,False,entry | name | kg/ha | rank | index | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,POEO,52,22,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PSSEO,27,22,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PAZE,30,18,False,False,entry | name | kg/ha | RANK | INDEX | MATURITY | HARVESTABILITY | greenstem
Preliminary Trial summaries 2021.xlsx,2021,PAZW,30,15,False,False,entry | name | kg/ha | RANK | INDEX | mat | harv | greenstem
Pursuit crosses in 2021 Prelims.xlsx,2021,Sheet1,18,5,False,False,Destiny of Pursuit crosses |  |  |  | 
Registration plot data for Emily-2021.xlsx,2021,RgMinor-anth,105,8,False,False,Plot | Block | Entry   | Name | Prev. Name | Leaf | Pod | Notes
Registration plot data for Emily-2021.xlsx,2021,RgMajor-anth,145,7,False,False,Plot | Block | Entry   | Name | Leaf | Pod | Notes
Registration plot data for Emily-2021.xlsx,2021,RPN-anth,157,7,False,False,plot | bloc | entry | name | leaf | pods | notes
Registration plot data for Emily-2021.xlsx,2021,RPNE,157,13,False,False,plot | entry | kg/ha | index | Maturity | Harvestability | 100sdwt | name
Registration plot data for Emily-2021.xlsx,2021,RPNW,157,13,False,False,plot | entry | kg/ha | index | Maturity | Harvestability | 100sdwt | name
Registration plot data for Emily-2021.xlsx,2021,RgMajorE,145,14,True,False,Plot | Entry | kg/ha | Index | Maturity | Harvestability | 100sdwt | Name
Registration plot data for Emily-2021.xlsx,2021,RgMajorW,145,14,True,False,Plot | Entry | kg/ha | Index | Maturity | Harvestability | 100sdwt | Name
Advanced Trial summaries 2022.xlsx,2022,ANE22,32,18,False,False,Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Plant type | Greenstem %
Advanced Trial summaries 2022.xlsx,2022,ANM22,32,19,False,False,Test | Entry | Name | DAP | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,ANF22,32,20,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,AB22,32,18,False,False,Test | Entry | Name | DAP | Yield | Index | Plant type | Greenstem %
Advanced Trial summaries 2022.xlsx,2022,AC22,24,18,False,False,Test | Entry | Name | DAP | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,AK22,32,20,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,AMEO22,20,18,False,False,Test | Entry | Name | DAP | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,APEO22,21,19,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Plant type
Advanced Trial summaries 2022.xlsx,2022,ASSEO22,21,18,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Plant type
Azuki Trial Summaries 2022.xlsx,2022,AAzE22,33,19,True,False,Test | Location | Entry | Name | DAP | Yield | Yield (unadjusted) | Index
Azuki Trial Summaries 2022.xlsx,2022,AAzW22,30,19,True,False,Test | Location | Entry | Name | Maturity | Yield | Yield (unadjusted) | Index
Azuki Trial Summaries 2022.xlsx,2022,PAzE22,32,19,True,False,Test | Location | Entry | Name | DAP | Yield | Yield (unadjusted) | Index
Azuki Trial Summaries 2022.xlsx,2022,PAzW22,29,19,True,False,Test | Location | Entry | Name | DAP | Yield | Yield (unadjusted) | Index
Elora and Woodstock RP 2022.xlsx,2022,RPKCE,42,16,False,False,Entry | Name | Maturity (DAP) | Yield (kg/ha@18%) | Index (kg/ha/day) | 100sdwt (g@18%) | Harvestability(1>5) | Greenstem (%plot)
Elora and Woodstock RP 2022.xlsx,2022,RPKCW,42,14,False,False,Entry | Name | Maturity (DAP) | Yield (kg/ha@18%) | Yield (unadjusted) | Index (kg/ha/day) | 100sdwt (g@18%) | Harvestability(1>5)
Elora and Woodstock RP 2022.xlsx,2022,RPNE,35,15,False,False,Entry | Name | Maturity (DAP) | Yield (kg/ha@18%) | Index (kg/ha/day) | 100sdwt (g@18%) | Harvestability(1>5) | Greenstem (%plot)
Elora and Woodstock RP 2022.xlsx,2022,RPNW,35,14,False,False,Entry | Name | Maturity (DAP) | Yield (kg/ha@18%) | Yield (unadjusted) | Index (kg/ha/day) | 100sdwt (g@18%) | Harvestability(1>5)
Prelim Trial summaries 2022 with CBB.xlsx,2022,PNE22,44,17,False,False,Test | Entry | Name | Maturity | Yield | Index | Greenstem % | 100sdwt
Prelim Trial summaries 2022 with CBB.xlsx,2022,PNM22,44,18,False,False,Test | Entry | Name | Maturity | Yield | Adjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PNF22,44,17,False,False,Test | Entry | Name | Maturity | Yield | Index | Greenstem % | 100sdwt
Prelim Trial summaries 2022 with CBB.xlsx,2022,PB22,44,18,False,False,Test | Entry | Name | Maturity | Yield | Adjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PC22,44,18,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PK22,28,18,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PMEO22,67,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PPEO22,27,18,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022 with CBB.xlsx,2022,PSR22,16,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PNE22,44,16,False,False,Test | Entry | Name | Maturity | Yield | Index | Greenstem % | 100sdwt
Prelim Trial summaries 2022.xlsx,2022,PNM22,44,17,False,False,Test | Entry | Name | Maturity | Yield | Adjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PNF22,44,16,False,False,Test | Entry | Name | Maturity | Yield | Index | Greenstem % | 100sdwt
Prelim Trial summaries 2022.xlsx,2022,PB22,44,17,False,False,Test | Entry | Name | Maturity | Yield | Adjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PC22,44,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PK22,28,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PMEO22,67,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PPEO22,27,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Prelim Trial summaries 2022.xlsx,2022,PSR22,16,17,False,False,Test | Entry | Name | Maturity | Yield | Unadjusted Yield | Index | Greenstem %
Private Yellow Otebo 2022 Summary.xlsx,2022,E1E2W2,22,12,False,False,entry | name | Maturity | Yield | Growth Habit | Grn Stem (%) | 100sdwt | Harvestability 
Private Yellow Otebo 2022 Summary.xlsx,2022,PrYOE1,22,15,False,False,entry | location | name | Maturity | Yield | Growth Habit | Grn Stem (%) | 100sdwt
Private Yellow Otebo 2022 Summary.xlsx,2022,PrYOE2,22,14,False,False,entry | location | name | Maturity | Yield | Yield (unadjusted) | Grn Stem (%) | 100sdwt
Private Yellow Otebo 2022 Summary.xlsx,2022,PrYOW1,22,16,False,False,entry | location | name | Maturity | Yield | Yield (unadjusted) | Growth Habit | Grn Stem (%)
Private Yellow Otebo 2022 Summary.xlsx,2022,PrYOW2,22,14,False,False,entry | location | name | Maturity | Yield | Growth Habit | 100sdwt | Harvestability 
Private Yellow Otebo 2022 Summary.xlsx,2022,greenstem,15,7,False,False,1 | 26.25 | 6.25 | 3.75 |  | 12.083333333333334 | 5
Advanced Elora and ST Summaries 2023.xlsx,2023,Jamie's  summary,183,25,False,False,ANE |  |  |  | Average of Elora and St.T data |  |  | 
Advanced Trial Summaries 2023.xlsx,2023,ANE,73,46,True,True,Location | Year | Test | Entry | Name | DAP | Yield (kg/ha@18%) | Index
Advanced Trial Summaries 2023.xlsx,2023,ANM,31,19,True,True,Location | Year | Test | Entry | Name | DAP | yield | index
Advanced Trial Summaries 2023.xlsx,2023,ANF,31,20,True,True,Location | Year | Test | Entry | Name | DAP | adjusted yield | yield
Advanced Trial Summaries 2023.xlsx,2023,AB,31,40,True,True,Location | Year | Test | Entry | Name | DAP | yield | index
Advanced Trial Summaries 2023.xlsx,2023,AC,26,21,True,True,Location | Year | Test | Entry | Name | Maturity | Yield | Index
Advanced Trial Summaries 2023.xlsx,2023,AK,17,20,True,True,Location | Year | Test | Entry | Name | Maturity | Yield | Index
Advanced Trial Summaries 2023.xlsx,2023,AP,18,17,False,False,Entry | Name | Maturity | Yield | Index | Plant type | Greenstem % | 100sdwt
Advanced Trial Summaries 2023.xlsx,2023,AMEO,16,17,False,False,year | expt | entry | name | Maturity | Yield | Index | Plant type
Advanced Trial Summaries 2023.xlsx,2023,AAzE,32,19,False,False,expt | entry | name | Maturity | Yield | Unadjusted | Index | Plant type
Advanced Trial Summaries 2023.xlsx,2023,AAzW,32,18,False,False,expt | year | entry | name | Maturity | Yield | Unadjusted | Index
Azuki colourimeter data summary 2023.xlsx,2023,AAzE,32,23,False,False,expt | entry | name | Maturity | Yield | Unadjusted | Index | Plant type
